年度/Year,月份/Month,發電站名稱/Name of The Power Station,裝置容量(瓩)/Installed Capacity(kW),發電量(度)/Power Generation(kWh),平均單位裝置容量每日發電量/Average of Each Unit Power Generatioon Per Day,closest_station,溫度_平均,溫度_最高,溫度_最低,累積雨量,降雨日數,最大十分鐘風,最大十分鐘風向,最大瞬間風,最大瞬間風向,相對濕度_平均,相對濕度_最低,氣壓_平均,日照時數
2018,3,澎湖尖山太陽光電發電站/Penghu jianshan Solar Power Station,70.61,9321.0,4.26,澎湖,21.1,30.1,14.5,45.2,3.0,10.0,20.0,21.1,350.0,75.0,47.0,1014.6,207.7
2018,3,澎湖七美太陽光電發電站/Penghu Qimei Solar Power Station,154.56,13666.0,2.85,東吉島,21.8,29.5,15.6,29.2,4.0,20.3,30.0,26.4,20.0,75.0,46.0,1011.0,214.0
2018,3,金門金沙太陽光電發電站/Kinmen Jinsha Solar Power Station,528.0,53764.0,3.28,金門,16.9,28.4,8.1,35.4,5.0,11.9,70.0,23.2,60.0,75.0,37.0,1013.9,199.1
2018,4,大潭電廠太陽光電發電站/Datang Power Plant Solar Power Station,651.42,74427.0,3.81,新屋,22.6,30.6,13.0,75.2,9.0,11.2,30.0,19.8,40.0,76.0,46.0,1011.7,160.1
2018,4,中大D/S太陽光電發電站/Zhongda D/S Solar Power Station,40.25,3845.0,3.18,新屋,22.6,30.6,13.0,75.2,9.0,11.2,30.0,19.8,40.0,76.0,46.0,1011.7,160.1
2018,4,中部儲運中心太陽光電發電站/Central Storage and Transportation Center Solar Power Station,91.8,8580.0,3.12,臺中,24.3,33.4,14.7,30.5,4.0,5.8,20.0,11.9,190.0,71.0,36.0,1003.8,155.7
2018,4,東勢新伯公太陽光電發電站/Dongshi Xinbogong Solar Power Station,115.8,9338.0,2.69,臺中,24.3,33.4,14.7,30.5,4.0,5.8,20.0,11.9,190.0,71.0,36.0,1003.8,155.7
2018,4,卓蘭會館太陽光電發電站/Zhuolan Hostel Solar Power Station,41.9,3903.0,3.11,臺中,24.3,33.4,14.7,30.5,4.0,5.8,20.0,11.9,190.0,71.0,36.0,1003.8,155.7
2018,4,台中電廠太陽光電發電站/Taichung Power Plant Solar Power Station,2123.04,243325.0,3.82,臺中,24.3,33.4,14.7,30.5,4.0,5.8,20.0,11.9,190.0,71.0,36.0,1003.8,155.7
2018,4,台中龍井太陽光電發電站/Taichung Longjing Solar Power Station,6485.94,779078.0,4.0,臺中,24.3,33.4,14.7,30.5,4.0,5.8,20.0,11.9,190.0,71.0,36.0,1003.8,155.7
2018,4,后里E/S太陽光電發電站/Houli E/S Solar Power Station,91.125,9967.0,3.65,臺中,24.3,33.4,14.7,30.5,4.0,5.8,20.0,11.9,190.0,71.0,36.0,1003.8,155.7
2018,4,嘉義民雄太陽光電發電站/Chiayi Minxiong Solar Power Station,60.0,3566.0,1.98,嘉義,24.6,34.2,13.4,7.8,3.0,7.2,10.0,11.9,340.0,75.0,40.0,1010.3,181.0
2018,4,永安鹽灘地太陽光電發電站/Yongan Salt Flats Solar Power Station,4636.8,580110.0,4.17,高雄,26.3,33.2,17.4,9.5,4.0,7.2,350.0,12.0,150.0,67.0,45.0,1013.2,219.9
2018,4,興達電廠太陽光電發電站/Xingda Power Plant Solar Power Station,1627.65,214125.0,4.39,臺南,25.6,32.5,16.2,0.5,1.0,11.1,350.0,20.6,350.0,68.0,39.0,1011.0,217.5
2018,4,路北E/S太陽光電發電站/Lubei E/S Solar Power Station,60.03,7426.0,4.12,高雄,26.3,33.2,17.4,9.5,4.0,7.2,350.0,12.0,150.0,67.0,45.0,1013.2,219.9
2018,4,核三廠太陽光電發電站/3rd Nuclear Power Plants Solar Power Station,1458.24,183524.0,4.2,恆春,25.6,32.9,18.6,8.0,1.0,12.6,30.0,26.0,20.0,68.0,37.0,1011.1,198.1
2018,4,澎湖尖山太陽光電發電站/Penghu jianshan Solar Power Station,70.61,9085.0,4.29,澎湖,24.4,32.0,17.5,14.2,6.0,10.8,20.0,22.2,360.0,76.0,44.0,1012.6,217.2
2018,4,澎湖七美太陽光電發電站/Penghu Qimei Solar Power Station,154.56,16028.0,3.46,東吉島,24.5,31.2,18.9,15.3,3.0,20.6,20.0,28.4,360.0,78.0,43.0,1009.3,220.9
2018,4,金門金沙太陽光電發電站/Kinmen Jinsha Solar Power Station,528.0,50419.0,3.18,金門,21.1,31.7,11.0,19.8,6.0,10.0,70.0,20.1,40.0,76.0,34.0,1011.2,175.7
2018,5,大潭電廠太陽光電發電站/Datang Power Plant Solar Power Station,651.42,92446.0,4.58,新屋,26.7,33.1,20.4,24.2,1.0,14.1,270.0,21.4,260.0,79.0,52.0,1008.3,241.7
2018,5,中大D/S太陽光電發電站/Zhongda D/S Solar Power Station,40.25,5000.0,4.01,新屋,26.7,33.1,20.4,24.2,1.0,14.1,270.0,21.4,260.0,79.0,52.0,1008.3,241.7
2018,5,中部儲運中心太陽光電發電站/Central Storage and Transportation Center Solar Power Station,91.8,10722.0,3.77,臺中,28.3,36.3,20.3,73.0,3.0,4.4,170.0,9.8,340.0,74.0,49.0,1001.0,218.8
2018,5,東勢新伯公太陽光電發電站/Dongshi Xinbogong Solar Power Station,115.8,12296.0,3.43,臺中,28.3,36.3,20.3,73.0,3.0,4.4,170.0,9.8,340.0,74.0,49.0,1001.0,218.8
2018,5,卓蘭會館太陽光電發電站/Zhuolan Hostel Solar Power Station,41.9,4850.0,3.73,臺中,28.3,36.3,20.3,73.0,3.0,4.4,170.0,9.8,340.0,74.0,49.0,1001.0,218.8
2018,5,台中電廠太陽光電發電站/Taichung Power Plant Solar Power Station,2123.04,279204.0,4.24,臺中,28.3,36.3,20.3,73.0,3.0,4.4,170.0,9.8,340.0,74.0,49.0,1001.0,218.8
2018,5,台中龍井太陽光電發電站/Taichung Longjing Solar Power Station,6485.94,905260.0,4.5,臺中,28.3,36.3,20.3,73.0,3.0,4.4,170.0,9.8,340.0,74.0,49.0,1001.0,218.8
2018,5,后里E/S太陽光電發電站/Houli E/S Solar Power Station,91.125,11366.0,4.02,臺中,28.3,36.3,20.3,73.0,3.0,4.4,170.0,9.8,340.0,74.0,49.0,1001.0,218.8
2018,5,嘉義民雄太陽光電發電站/Chiayi Minxiong Solar Power Station,60.0,4278.0,2.3,嘉義,28.5,35.5,21.3,46.5,3.0,8.3,240.0,14.0,260.0,76.0,49.0,1007.6,247.5
2018,5,永安鹽灘地太陽光電發電站/Yongan Salt Flats Solar Power Station,4636.8,694750.0,4.83,高雄,29.1,33.7,23.2,58.7,4.0,6.3,310.0,10.4,320.0,72.0,59.0,1010.7,289.3
2018,5,興達電廠太陽光電發電站/Xingda Power Plant Solar Power Station,1627.65,244157.0,4.84,臺南,28.9,34.2,22.3,83.9,3.0,8.2,180.0,12.2,180.0,71.0,46.0,1008.4,277.7
2018,5,路北E/S太陽光電發電站/Lubei E/S Solar Power Station,60.03,8369.0,4.5,高雄,29.1,33.7,23.2,58.7,4.0,6.3,310.0,10.4,320.0,72.0,59.0,1010.7,289.3
2018,5,核三廠太陽光電發電站/3rd Nuclear Power Plants Solar Power Station,1458.24,205451.0,4.54,恆春,28.6,35.0,23.5,4.0,3.0,10.4,40.0,21.2,40.0,73.0,52.0,1008.5,275.7
2018,5,澎湖尖山太陽光電發電站/Penghu jianshan Solar Power Station,70.61,11068.0,5.06,澎湖,27.5,34.6,22.9,39.5,2.0,8.9,40.0,18.1,30.0,82.0,60.0,1009.9,314.8
2018,5,澎湖七美太陽光電發電站/Penghu Qimei Solar Power Station,154.56,18686.0,3.9,東吉島,27.5,34.8,22.8,15.8,2.0,13.7,30.0,18.9,10.0,81.0,63.0,1006.6,311.3
2018,5,金門金沙太陽光電發電站/Kinmen Jinsha Solar Power Station,528.0,64369.0,3.93,金門,25.7,33.7,19.0,227.8,5.0,10.7,260.0,19.4,150.0,82.0,33.0,1007.4,211.3
2018,6,大潭電廠太陽光電發電站/Datang Power Plant Solar Power Station,651.42,72790.0,3.72,新屋,27.4,32.9,20.9,63.7,10.0,13.0,230.0,21.7,220.0,80.0,44.0,1003.3,175.2
2018,6,中大D/S太陽光電發電站/Zhongda D/S Solar Power Station,40.25,3890.0,3.22,新屋,27.4,32.9,20.9,63.7,10.0,13.0,230.0,21.7,220.0,80.0,44.0,1003.3,175.2
2018,6,中部儲運中心太陽光電發電站/Central Storage and Transportation Center Solar Power Station,91.8,9574.0,3.48,臺中,28.7,35.8,24.0,234.0,10.0,6.4,20.0,13.4,40.0,76.0,45.0,996.0,158.9
2018,6,東勢新伯公太陽光電發電站/Dongshi Xinbogong Solar Power Station,115.8,9831.0,2.83,臺中,28.7,35.8,24.0,234.0,10.0,6.4,20.0,13.4,40.0,76.0,45.0,996.0,158.9
2018,6,卓蘭會館太陽光電發電站/Zhuolan Hostel Solar Power Station,41.9,3945.0,3.14,臺中,28.7,35.8,24.0,234.0,10.0,6.4,20.0,13.4,40.0,76.0,45.0,996.0,158.9
2018,6,台中電廠太陽光電發電站/Taichung Power Plant Solar Power Station,2123.04,232827.0,3.66,臺中,28.7,35.8,24.0,234.0,10.0,6.4,20.0,13.4,40.0,76.0,45.0,996.0,158.9
2018,6,台中龍井太陽光電發電站/Taichung Longjing Solar Power Station,6485.94,775629.0,3.99,臺中,28.7,35.8,24.0,234.0,10.0,6.4,20.0,13.4,40.0,76.0,45.0,996.0,158.9
2018,6,后里E/S太陽光電發電站/Houli E/S Solar Power Station,91.125,9947.0,3.64,臺中,28.7,35.8,24.0,234.0,10.0,6.4,20.0,13.4,40.0,76.0,45.0,996.0,158.9
2018,6,嘉義民雄太陽光電發電站/Chiayi Minxiong Solar Power Station,60.0,3018.0,1.68,嘉義,28.5,36.7,23.1,428.2,18.0,7.0,250.0,12.6,250.0,79.0,45.0,1002.6,176.0
2018,6,永安鹽灘地太陽光電發電站/Yongan Salt Flats Solar Power Station,4636.8,521106.0,3.75,高雄,29.1,34.2,24.5,835.0,14.0,10.9,180.0,18.8,180.0,75.0,57.0,1005.5,200.8
2018,6,興達電廠太陽光電發電站/Xingda Power Plant Solar Power Station,1627.65,186668.0,3.82,臺南,29.0,35.2,23.9,555.5,15.0,9.4,180.0,18.3,190.0,75.0,47.0,1003.3,195.8
2018,6,路北E/S太陽光電發電站/Lubei E/S Solar Power Station,60.03,6117.0,3.4,高雄,29.1,34.2,24.5,835.0,14.0,10.9,180.0,18.8,180.0,75.0,57.0,1005.5,200.8
2018,6,核三廠太陽光電發電站/3rd Nuclear Power Plants Solar Power Station,1458.24,158053.0,3.61,恆春,28.8,35.7,24.0,488.0,12.0,8.8,30.0,17.5,30.0,80.0,36.0,1003.6,203.6
2018,6,澎湖尖山太陽光電發電站/Penghu jianshan Solar Power Station,70.61,8002.0,3.78,澎湖,28.1,34.4,24.6,116.4,9.0,8.7,190.0,17.9,140.0,83.0,57.0,1004.7,189.7
2018,6,澎湖七美太陽光電發電站/Penghu Qimei Solar Power Station,154.56,13802.0,2.98,東吉島,28.1,33.4,24.6,343.0,12.0,17.0,30.0,23.4,220.0,82.0,65.0,1001.4,207.0
2018,6,金門金沙太陽光電發電站/Kinmen Jinsha Solar Power Station,528.0,48048.0,3.03,金門,27.1,34.1,21.7,109.5,10.0,12.5,230.0,22.3,230.0,81.0,41.0,1002.8,164.6
2018,7,大潭電廠太陽光電發電站/Datang Power Plant Solar Power Station,651.42,84461.0,4.18,新屋,29.3,36.5,24.9,57.3,9.0,15.4,230.0,24.4,230.0,77.0,51.0,1001.6,257.2
2018,7,中大D/S太陽光電發電站/Zhongda D/S Solar Power Station,40.25,3839.0,3.08,新屋,29.3,36.5,24.9,57.3,9.0,15.4,230.0,24.4,230.0,77.0,51.0,1001.6,257.2
2018,7,中部儲運中心太陽光電發電站/Central Storage and Transportation Center Solar Power Station,91.8,9937.0,3.49,臺中,28.6,35.4,23.7,347.0,15.0,6.0,170.0,11.5,30.0,82.0,56.0,995.0,146.1
2018,7,東勢新伯公太陽光電發電站/Dongshi Xinbogong Solar Power Station,115.8,9078.0,2.53,臺中,28.6,35.4,23.7,347.0,15.0,6.0,170.0,11.5,30.0,82.0,56.0,995.0,146.1
2018,7,卓蘭會館太陽光電發電站/Zhuolan Hostel Solar Power Station,41.9,3540.0,2.73,臺中,28.6,35.4,23.7,347.0,15.0,6.0,170.0,11.5,30.0,82.0,56.0,995.0,146.1
2018,7,台中電廠太陽光電發電站/Taichung Power Plant Solar Power Station,2123.04,261553.0,3.97,臺中,28.6,35.4,23.7,347.0,15.0,6.0,170.0,11.5,30.0,82.0,56.0,995.0,146.1
2018,7,台中龍井太陽光電發電站/Taichung Longjing Solar Power Station,6485.94,717856.0,3.57,臺中,28.6,35.4,23.7,347.0,15.0,6.0,170.0,11.5,30.0,82.0,56.0,995.0,146.1
2018,7,后里E/S太陽光電發電站/Houli E/S Solar Power Station,91.125,9884.0,3.5,臺中,28.6,35.4,23.7,347.0,15.0,6.0,170.0,11.5,30.0,82.0,56.0,995.0,146.1
2018,7,嘉義民雄太陽光電發電站/Chiayi Minxiong Solar Power Station,60.0,3314.0,1.78,嘉義,29.0,36.5,23.7,377.9,22.0,7.4,130.0,13.8,150.0,79.0,50.0,1001.6,173.3
2018,7,永安鹽灘地太陽光電發電站/Yongan Salt Flats Solar Power Station,4636.8,602098.0,4.19,高雄,29.2,33.9,24.3,410.0,14.0,6.9,350.0,11.5,360.0,76.0,60.0,1004.6,208.6
2018,7,興達電廠太陽光電發電站/Xingda Power Plant Solar Power Station,1627.65,184682.0,3.66,臺南,29.2,35.2,23.7,406.0,18.0,7.8,170.0,14.2,230.0,75.0,52.0,1002.5,200.1
2018,7,路北E/S太陽光電發電站/Lubei E/S Solar Power Station,60.03,6687.0,3.59,高雄,29.2,33.9,24.3,410.0,14.0,6.9,350.0,11.5,360.0,76.0,60.0,1004.6,208.6
2018,7,核三廠太陽光電發電站/3rd Nuclear Power Plants Solar Power Station,1458.24,165510.0,3.66,恆春,28.7,33.2,24.7,249.5,22.0,11.3,30.0,22.9,30.0,81.0,51.0,1002.5,187.5
2018,7,澎湖尖山太陽光電發電站/Penghu jianshan Solar Power Station,70.61,8678.0,3.96,澎湖,29.2,34.3,25.5,23.2,6.0,7.4,260.0,13.8,20.0,85.0,63.0,1003.6,249.9
2018,7,澎湖七美太陽光電發電站/Penghu Qimei Solar Power Station,154.56,15337.0,3.2,東吉島,29.2,34.5,22.8,153.5,5.0,14.8,220.0,20.7,220.0,83.0,70.0,1000.5,249.5
2018,7,金門金沙太陽光電發電站/Kinmen Jinsha Solar Power Station,528.0,55925.0,3.42,金門,29.3,35.5,25.0,3.5,2.0,9.2,240.0,16.2,30.0,78.0,48.0,1001.4,256.2
2018,8,大潭電廠太陽光電發電站/Datang Power Plant Solar Power Station,651.42,75631.0,3.75,新屋,28.7,34.5,24.4,207.4,18.0,11.7,240.0,18.0,240.0,81.0,58.0,1000.2,190.9
2018,8,中大D/S太陽光電發電站/Zhongda D/S Solar Power Station,40.25,4084.0,3.27,新屋,28.7,34.5,24.4,207.4,18.0,11.7,240.0,18.0,240.0,81.0,58.0,1000.2,190.9
2018,8,中部儲運中心太陽光電發電站/Central Storage and Transportation Center Solar Power Station,91.8,8801.0,3.09,臺中,27.9,35.1,23.6,408.5,20.0,5.3,180.0,11.0,150.0,83.0,55.0,993.3,112.0
2018,8,東勢新伯公太陽光電發電站/Dongshi Xinbogong Solar Power Station,115.8,8801.0,2.45,臺中,27.9,35.1,23.6,408.5,20.0,5.3,180.0,11.0,150.0,83.0,55.0,993.3,112.0
2018,8,卓蘭會館太陽光電發電站/Zhuolan Hostel Solar Power Station,41.9,3576.0,2.75,臺中,27.9,35.1,23.6,408.5,20.0,5.3,180.0,11.0,150.0,83.0,55.0,993.3,112.0
2018,8,台中電廠太陽光電發電站/Taichung Power Plant Solar Power Station,2123.04,225280.0,3.42,臺中,27.9,35.1,23.6,408.5,20.0,5.3,180.0,11.0,150.0,83.0,55.0,993.3,112.0
2018,8,台中龍井太陽光電發電站/Taichung Longjing Solar Power Station,6485.94,624547.0,3.11,臺中,27.9,35.1,23.6,408.5,20.0,5.3,180.0,11.0,150.0,83.0,55.0,993.3,112.0
2018,8,后里E/S太陽光電發電站/Houli E/S Solar Power Station,91.125,8845.0,3.13,臺中,27.9,35.1,23.6,408.5,20.0,5.3,180.0,11.0,150.0,83.0,55.0,993.3,112.0
2018,8,嘉義民雄太陽光電發電站/Chiayi Minxiong Solar Power Station,60.0,3082.0,1.66,嘉義,28.3,35.3,22.8,858.5,24.0,8.5,220.0,18.8,130.0,78.0,49.0,1000.0,144.1
2018,8,永安鹽灘地太陽光電發電站/Yongan Salt Flats Solar Power Station,4636.8,398456.0,2.77,高雄,28.0,34.1,23.0,1600.5,26.0,8.9,230.0,19.3,200.0,79.0,58.0,1003.2,127.7
2018,8,興達電廠太陽光電發電站/Xingda Power Plant Solar Power Station,1627.65,158497.0,3.14,臺南,27.8,34.4,22.5,1301.0,26.0,12.2,230.0,21.5,250.0,81.0,51.0,1001.0,119.1
2018,8,路北E/S太陽光電發電站/Lubei E/S Solar Power Station,60.03,5108.0,2.74,高雄,28.0,34.1,23.0,1600.5,26.0,8.9,230.0,19.3,200.0,79.0,58.0,1003.2,127.7
2018,8,核三廠太陽光電發電站/3rd Nuclear Power Plants Solar Power Station,1458.24,107578.0,2.38,恆春,27.8,34.3,23.4,1400.5,23.0,8.5,250.0,21.2,260.0,88.0,45.0,1001.1,118.4
2018,8,澎湖尖山太陽光電發電站/Penghu jianshan Solar Power Station,70.61,7628.0,3.48,澎湖,28.4,34.6,24.2,611.2,21.0,12.6,300.0,19.2,200.0,86.0,62.0,1001.9,180.9
2018,8,澎湖七美太陽光電發電站/Penghu Qimei Solar Power Station,154.56,11957.0,2.5,東吉島,28.5,33.9,23.5,898.5,16.0,18.5,220.0,25.3,200.0,82.0,68.0,998.6,175.3
2018,8,金門金沙太陽光電發電站/Kinmen Jinsha Solar Power Station,528.0,46402.0,2.83,金門,28.8,36.9,24.1,183.0,12.0,12.8,270.0,19.5,280.0,80.0,45.0,999.8,182.3
2018,9,大潭電廠太陽光電發電站/Datang Power Plant Solar Power Station,651.42,68884.0,3.52,新屋,27.4,34.4,20.3,103.1,9.0,12.7,50.0,22.9,80.0,80.0,50.0,1006.4,182.9
2018,9,中大D/S太陽光電發電站/Zhongda D/S Solar Power Station,40.25,4070.0,3.37,新屋,27.4,34.4,20.3,103.1,9.0,12.7,50.0,22.9,80.0,80.0,50.0,1006.4,182.9
2018,9,中部儲運中心太陽光電發電站/Central Storage and Transportation Center Solar Power Station,91.8,9365.0,3.4,臺中,28.3,35.2,22.4,20.0,7.0,6.3,10.0,16.5,350.0,74.0,40.0,998.4,203.3
2018,9,東勢新伯公太陽光電發電站/Dongshi Xinbogong Solar Power Station,115.8,10081.0,2.9,臺中,28.3,35.2,22.4,20.0,7.0,6.3,10.0,16.5,350.0,74.0,40.0,998.4,203.3
2018,9,卓蘭會館太陽光電發電站/Zhuolan Hostel Solar Power Station,41.9,4338.0,3.45,臺中,28.3,35.2,22.4,20.0,7.0,6.3,10.0,16.5,350.0,74.0,40.0,998.4,203.3
2018,9,台中電廠太陽光電發電站/Taichung Power Plant Solar Power Station,2123.04,256297.0,4.02,臺中,28.3,35.2,22.4,20.0,7.0,6.3,10.0,16.5,350.0,74.0,40.0,998.4,203.3
2018,9,台中龍井太陽光電發電站/Taichung Longjing Solar Power Station,6485.94,679234.0,3.49,臺中,28.3,35.2,22.4,20.0,7.0,6.3,10.0,16.5,350.0,74.0,40.0,998.4,203.3
2018,9,后里E/S太陽光電發電站/Houli E/S Solar Power Station,91.125,9433.0,3.45,臺中,28.3,35.2,22.4,20.0,7.0,6.3,10.0,16.5,350.0,74.0,40.0,998.4,203.3
2018,9,嘉義民雄太陽光電發電站/Chiayi Minxiong Solar Power Station,60.0,3331.0,1.85,嘉義,28.1,34.6,20.4,118.5,9.0,8.3,20.0,14.0,10.0,78.0,52.0,1005.0,207.1
2018,9,永安鹽灘地太陽光電發電站/Yongan Salt Flats Solar Power Station,4636.8,600805.0,4.32,高雄,29.1,33.7,25.2,66.0,10.0,9.2,360.0,16.1,360.0,74.0,47.0,1007.8,214.0
2018,9,興達電廠太陽光電發電站/Xingda Power Plant Solar Power Station,1627.65,213823.0,4.38,臺南,28.9,34.0,24.3,31.0,11.0,11.6,350.0,21.0,350.0,73.0,49.0,1005.7,208.8
2018,9,路北E/S太陽光電發電站/Lubei E/S Solar Power Station,60.03,7308.0,4.06,高雄,29.1,33.7,25.2,66.0,10.0,9.2,360.0,16.1,360.0,74.0,47.0,1007.8,214.0
2018,9,核三廠太陽光電發電站/3rd Nuclear Power Plants Solar Power Station,1458.24,145338.0,3.32,恆春,28.1,33.0,24.3,281.0,14.0,13.1,40.0,27.4,40.0,80.0,47.0,1005.7,195.8
2018,9,澎湖尖山太陽光電發電站/Penghu jianshan Solar Power Station,70.61,7859.0,3.71,澎湖,28.1,33.3,25.1,1.5,4.0,9.0,30.0,23.6,40.0,81.0,53.0,1007.6,205.5
2018,9,澎湖七美太陽光電發電站/Penghu Qimei Solar Power Station,154.56,15254.0,3.29,東吉島,28.1,32.7,24.0,30.8,4.0,18.8,40.0,25.0,160.0,80.0,62.0,1003.7,224.0
2018,9,金門金沙太陽光電發電站/Kinmen Jinsha Solar Power Station,528.0,50790.0,3.21,金門,27.5,33.5,22.6,29.9,4.0,9.7,50.0,24.1,60.0,75.0,34.0,1006.8,230.6
2018,10,大潭電廠太陽光電發電站/Datang Power Plant Solar Power Station,651.42,64117.0,3.18,新屋,23.1,30.7,16.4,54.8,14.0,14.6,50.0,24.4,30.0,73.0,33.0,1013.0,157.1
2018,10,中大D/S太陽光電發電站/Zhongda D/S Solar Power Station,40.25,3270.0,2.62,新屋,23.1,30.7,16.4,54.8,14.0,14.6,50.0,24.4,30.0,73.0,33.0,1013.0,157.1
2018,10,中部儲運中心太陽光電發電站/Central Storage and Transportation Center Solar Power Station,91.8,9760.0,3.43,臺中,24.9,32.6,15.6,7.5,2.0,6.9,10.0,15.9,10.0,68.0,30.0,1003.9,221.8
2018,10,東勢新伯公太陽光電發電站/Dongshi Xinbogong Solar Power Station,115.8,10347.0,2.88,臺中,24.9,32.6,15.6,7.5,2.0,6.9,10.0,15.9,10.0,68.0,30.0,1003.9,221.8
2018,10,卓蘭會館太陽光電發電站/Zhuolan Hostel Solar Power Station,41.9,4371.0,3.37,臺中,24.9,32.6,15.6,7.5,2.0,6.9,10.0,15.9,10.0,68.0,30.0,1003.9,221.8
2018,10,台中電廠太陽光電發電站/Taichung Power Plant Solar Power Station,2123.04,244534.0,3.72,臺中,24.9,32.6,15.6,7.5,2.0,6.9,10.0,15.9,10.0,68.0,30.0,1003.9,221.8
2018,10,台中龍井太陽光電發電站/Taichung Longjing Solar Power Station,6485.94,708449.0,3.52,臺中,24.9,32.6,15.6,7.5,2.0,6.9,10.0,15.9,10.0,68.0,30.0,1003.9,221.8
2018,10,后里E/S太陽光電發電站/Houli E/S Solar Power Station,91.125,4907.0,1.74,臺中,24.9,32.6,15.6,7.5,2.0,6.9,10.0,15.9,10.0,68.0,30.0,1003.9,221.8
2018,10,嘉義民雄太陽光電發電站/Chiayi Minxiong Solar Power Station,60.0,3278.0,1.76,嘉義,24.6,32.9,14.8,8.8,4.0,8.7,10.0,15.9,10.0,75.0,42.0,1010.6,227.1
2018,10,永安鹽灘地太陽光電發電站/Yongan Salt Flats Solar Power Station,4636.8,572710.0,3.98,高雄,26.8,31.2,21.0,1.5,2.0,9.3,360.0,17.9,350.0,70.0,39.0,1013.3,222.8
2018,10,興達電廠太陽光電發電站/Xingda Power Plant Solar Power Station,1627.65,205053.0,4.06,臺南,25.8,31.7,18.4,0.5,1.0,10.3,340.0,17.7,340.0,70.0,44.0,1011.1,234.9
2018,10,路北E/S太陽光電發電站/Lubei E/S Solar Power Station,60.03,7134.0,3.83,高雄,26.8,31.2,21.0,1.5,2.0,9.3,360.0,17.9,350.0,70.0,39.0,1013.3,222.8
2018,10,核三廠太陽光電發電站/3rd Nuclear Power Plants Solar Power Station,1458.24,143340.0,3.17,恆春,26.1,31.6,20.0,8.4,6.0,13.8,30.0,30.5,30.0,71.0,35.0,1010.9,192.6
2018,10,澎湖尖山太陽光電發電站/Penghu jianshan Solar Power Station,70.61,8674.0,3.96,澎湖,25.1,30.5,21.4,2.5,4.0,10.9,40.0,22.4,30.0,73.0,48.0,1013.4,206.1
2018,10,澎湖七美太陽光電發電站/Penghu Qimei Solar Power Station,154.56,16857.0,3.51,東吉島,25.4,29.5,22.5,2.2,2.0,19.9,40.0,26.1,30.0,73.0,45.0,1009.2,228.8
2018,10,金門金沙太陽光電發電站/Kinmen Jinsha Solar Power Station,528.0,50683.0,3.1,金門,23.4,32.4,14.9,5.5,3.0,8.3,60.0,20.3,60.0,63.0,23.0,1013.3,196.7
2018,11,大潭電廠太陽光電發電站/Datang Power Plant Solar Power Station,651.42,47366.0,2.42,新屋,21.8,29.8,16.1,36.5,12.0,14.0,50.0,23.8,50.0,82.0,47.0,1014.9,117.3
2018,11,中大D/S太陽光電發電站/Zhongda D/S Solar Power Station,40.25,2568.0,2.13,新屋,21.8,29.8,16.1,36.5,12.0,14.0,50.0,23.8,50.0,82.0,47.0,1014.9,117.3
2018,11,中部儲運中心太陽光電發電站/Central Storage and Transportation Center Solar Power Station,91.8,6674.0,2.42,臺中,23.4,31.7,16.4,10.0,4.0,4.6,10.0,10.8,350.0,75.0,43.0,1006.5,158.2
2018,11,東勢新伯公太陽光電發電站/Dongshi Xinbogong Solar Power Station,115.8,7426.0,2.14,臺中,23.4,31.7,16.4,10.0,4.0,4.6,10.0,10.8,350.0,75.0,43.0,1006.5,158.2
2018,11,卓蘭會館太陽光電發電站/Zhuolan Hostel Solar Power Station,41.9,3259.0,2.59,臺中,23.4,31.7,16.4,10.0,4.0,4.6,10.0,10.8,350.0,75.0,43.0,1006.5,158.2
2018,11,台中電廠太陽光電發電站/Taichung Power Plant Solar Power Station,2123.04,174072.0,2.73,臺中,23.4,31.7,16.4,10.0,4.0,4.6,10.0,10.8,350.0,75.0,43.0,1006.5,158.2
2018,11,台中龍井太陽光電發電站/Taichung Longjing Solar Power Station,6485.94,568164.0,2.92,臺中,23.4,31.7,16.4,10.0,4.0,4.6,10.0,10.8,350.0,75.0,43.0,1006.5,158.2
2018,11,后里E/S太陽光電發電站/Houli E/S Solar Power Station,91.125,3405.0,1.25,臺中,23.4,31.7,16.4,10.0,4.0,4.6,10.0,10.8,350.0,75.0,43.0,1006.5,158.2
2018,11,嘉義民雄太陽光電發電站/Chiayi Minxiong Solar Power Station,60.0,2190.0,1.22,嘉義,23.1,32.3,15.4,8.0,4.0,6.3,40.0,11.0,20.0,80.0,47.0,1013.0,157.8
2018,11,永安鹽灘地太陽光電發電站/Yongan Salt Flats Solar Power Station,4636.8,456901.0,3.28,高雄,25.6,32.1,20.8,2.0,2.0,7.1,360.0,13.0,350.0,73.0,50.0,1015.8,177.5
2018,11,興達電廠太陽光電發電站/Xingda Power Plant Solar Power Station,1627.65,157683.0,3.23,臺南,24.2,31.3,19.0,1.0,1.0,8.3,350.0,14.9,360.0,76.0,51.0,1013.6,172.2
2018,11,路北E/S太陽光電發電站/Lubei E/S Solar Power Station,60.03,5606.0,3.11,高雄,25.6,32.1,20.8,2.0,2.0,7.1,360.0,13.0,350.0,73.0,50.0,1015.8,177.5
2018,11,核三廠太陽光電發電站/3rd Nuclear Power Plants Solar Power Station,1458.24,142773.0,3.26,恆春,25.3,31.1,20.3,6.0,3.0,16.2,40.0,34.6,20.0,74.0,39.0,1013.5,176.5
